scope,species,tier,memory_class_mb,qchem_mem_total_mb,qchem_mem_static_mb,requested_memory_gib,pyscf_max_memory_mb,partition,account,qos,wall_hours,cpus,orbital_aos,auxiliary_aos,electron_count,spin,atom_count,real_atom_count,ghost_atom_count,has_gen_basis,has_ecp,static_df_three_center_gib,source_record_sha256,qchem_input_sha256,qchem_input_path
gscdb137,11_Reactant1_EIE22,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,516,1175,38,0,11,11,0,false,false,1.167718694,841856b53842fe0e5682bcf991f8b23f9ae09d472c68afd72f20d382ccd8dbdf,7410e76acb770c0c0df653e545d6880902cc583ff742868a5aed021b5c56c596,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/11_Reactant1_EIE22/input0
gscdb137,11_ala29-big_dim_HSG,small_mhg,15000,15000,6000,35,15000,mhg,mhg,normal,72,8,1002,2231,66,0,23,23,0,false,false,8.352728136,c2d1ea83133bf62f812a148878a7caa8ba7e85a9a9637d2df46d3af864396901,7b5fdb5a711e46f8bc11738ef302f5d50eeac6c72f1cdbf64ec833bce709d0de,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/11_ala29-big_dim_HSG/input0
gscdb137,11_ala29-big_monA_HSG,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,195,417,10,0,5,5,0,false,false,0.059372708,d355df5a58d73e706b65d318ff469e306fa91b906bde5085257a803819b5d031,c88f54c11430437a739e3ebdfb204096c807eb3c0eb13eb5696c5b4f2a8dabde,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/11_ala29-big_monA_HSG/input0
gscdb137,11_ala29-big_monB_HSG,small_mhg,15000,15000,6000,35,15000,mhg,mhg,normal,72,8,807,1814,56,0,18,18,0,false,false,4.406383574,07200a8b28db7fb09f45df530c2ea694c3d735367cf0fa990f44464cf6f5b021,8fb8d35fdcd3fe5e7db7065f97f7c7a006482fd8ac3730d334cbed0aa40aa1d2,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/11_ala29-big_monB_HSG/input0
gscdb137,11_c2h4_BH76,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,258,574,16,0,6,6,0,false,false,0.142886594,c339ea37bbc0d1404340bd03ba8f169816c820e38f52a25797b9bbe43830398b,2bd0c377ef48a9643c9b0998ab97c72046440a63e39565e3928ef129c8ddda73,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/11_c2h4_BH76/input0
gscdb137,11_ch3oh_ch3sch3_cs_dim_DS14,small_mhg,7500,7500,3000,21,7500,mhg,mhg,normal,72,8,664,1461,52,0,15,15,0,false,false,2.403256148,e14ba98595870b2d5b1224ed8318b107d85ac63614e285739f0258f8a34fd449,5e7805778e68417e0782387fe3e2a7014e83176548319179a93144cb603111ac,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/11_ch3oh_ch3sch3_cs_dim_DS14/input0
gscdb137,11_ch3oh_ch3sch3_cs_monA_DS14,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,403,887,34,0,9,9,0,false,false,0.537984982,0c0593f7013dc1f436c7de027657f52e88810bd12004c41737b785ab4951c203,b0bd7eae869565ce1421fc3c5495c474081cab413920150d71f9ba9e2f4a060a,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/11_ch3oh_ch3sch3_cs_monA_DS14/input0
gscdb137,11_ch3oh_ch3sch3_cs_monB_DS14,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,261,574,18,0,6,6,0,false,false,0.146222368,49651af860230e5633e6755ea5c3a8c4f721becbe41907cdf89397cfcfd42adf,3d21080abd250bf7d084b63ea58b56370f9f78f5e466a28a4767d277439283ba,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/11_ch3oh_ch3sch3_cs_monB_DS14/input0
gscdb137,11_methane_Alk44,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,195,417,10,0,5,5,0,false,false,0.059372708,811ae75bed1b4e4c5f62da342da2fae3ca41ba5aed69b93890a731cc5c6cc73e,bf5e9d3536c9bb4e3b59dc5e4c7386eb93bdadb57d567571953f40e43b778d52,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/11_methane_Alk44/input0
gscdb137,11prod1_CR20,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,238,562,30,0,4,4,0,false,false,0.119088903,9bd66388281b920a721ff827f4c4d94a3031f5575b39dab2b5b89338ee914128,310d93934b502057601d63a81c021b096d38d75d62342d8ebc6963650c819adf,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/11prod1_CR20/input0
gscdb137,11prod2_CR20,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,195,444,16,0,4,4,0,false,false,0.063216984,f13feda087c854561bd220f21df5a82140dad25c42a10d96c273e00daedfd5d1,6e57bcb86f1ea1603a2d2e57c909ef80b6847d486e1752e2683b7b262b29037a,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/11prod2_CR20/input0
gscdb137,11react_CR20,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,433,1006,46,0,8,8,0,false,false,0.704264387,5413c1fb528ff169b170c2389077121201a7e8d7144a43ce2563a9e57cb82d58,af7350a933da7c6ce9cfcc187f776ed1b11c1da0b07ee994fea4e5560a2dcbd0,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/11react_CR20/input0
gscdb137,12_Br-_ClF_dim_Bauza30,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,243,654,62,0,3,3,0,false,false,0.144455463,80212518015942c44cf279f3dfc1d21d9db0020d183cd417cbf94d763faa413e,4f9fc15d4106591f1c0612b609959ea5110812636bf4c53359ab2d690bf3c34e,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_Br-_ClF_dim_Bauza30/input0
gscdb137,12_Br-_ClF_monA_Bauza30,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,98,314,36,0,1,1,0,false,false,0.011348829,c425d4ee7fae9ce916c0f9737fcd13e00116e1e907e60e64ca29fec9125b142c,6c4ca6d524274669685cec9c5f649910d4615350d33792a4bee7eace8a853a40,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_Br-_ClF_monA_Bauza30/input0
gscdb137,12_Br-_ClF_monB_Bauza30,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,145,340,26,0,2,2,0,false,false,0.026813895,6022383b1f9cb08da6222bfda556e58e111628f6ebd3496ee9cf574702d276c3,d2260729336be27cce2dd6d42ff2b8fe147bcd6baac9f8142c49ba7291fe45ee,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_Br-_ClF_monB_Bauza30/input0
gscdb137,12_Br2NCH_XB18,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,355,1007,84,0,5,5,0,false,false,0.474097803,47cde72a229402f651cd494f667cb1fe8fef1ffa86523df2cdff8cbb9fe5649a,8be6a9455695e64b4694e41f621a53c940e386455b8b62f29a8a7d05ae2487f7,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_Br2NCH_XB18/input0
gscdb137,12_ClF-B_dim_CT20,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,406,968,60,0,6,6,0,false,false,0.595876038,57f654468e12176e0aab1efcf9d705bffbeca7edc72993ff7defc5928825b6c3,8e7e119f9258691fb5f7e6dd9ba8e3cdd608fcc74613180ac0270214d286b8c6,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_ClF-B_dim_CT20/input0
gscdb137,12_ClF-B_monA_CT20,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,261,628,34,0,4,4,0,false,false,0.159978479,3e09364acae2340ab0f08c93e8d0c3b00a387570b10d46c0ee76b860387282ea,9777049e583574bc719e0c8637a0c986f07caed7c7cb6f8961b3bd9c902938ea,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_ClF-B_monA_CT20/input0
gscdb137,12_ClF-B_monB_CT20,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,145,340,26,0,2,2,0,false,false,0.026813895,6bc3848f18506938d5f7df188736b3014a867d49a21ccd563c8298ff35aa803d,bb20d28966aac199dbca5384a747c2d940d170f01fe546fd47145e183c9dc9d1,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_ClF-B_monB_CT20/input0
gscdb137,12_H2O2Cl_HW6Cl,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,343,757,38,0,7,7,0,false,false,0.332742721,aaf111e253633d01efd6820bf39cd06f720ed4f3d22f9b228368b7d8d08f62d3,55c8556e2e830e9f84cc48f1d8be23a65438ac5a36c3687ec71081df8e1777ae,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_H2O2Cl_HW6Cl/input0
gscdb137,12_H2O2Cl_mon1_HW6Cl,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,132,287,10,0,3,3,0,false,false,0.018770143,ca49bab4a1eb45d8020f5a58cb3b5ea16684c2f4ae596c1485ea68710b2a2b7d,83d271f0faf96db442fbcdb3ca0cb2798cdac266b0cc91aa00e29231f145a607,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_H2O2Cl_mon1_HW6Cl/input0
gscdb137,12_H2O2Cl_mon2_HW6Cl,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,132,287,10,0,3,3,0,false,false,0.018770143,d410494f220646d68859e975faa3ab10362ac3a6dd268f7e424aaa68f3f5ea09,597a88cfeaa64de5d7de471ee275d6ba142564ea56fd2a7891ae5591240ab084,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_H2O2Cl_mon2_HW6Cl/input0
gscdb137,12_H2O2Cl_mon3_HW6Cl,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,79,183,18,0,1,1,0,false,false,0.004308522,37c0d6009847ab12e814ead8ce164bc32544c83bfec51f72e2ec53894a776c9f,b9f4dbfce1049bafc2f02a58c17646e380823fca47c3a7cb9ef921d290c07110,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_H2O2Cl_mon3_HW6Cl/input0
gscdb137,12_HF_TA13,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,99,222,10,0,2,2,0,false,false,0.008187443,f808144c2162556b8d10c946887f20c4787ee842d9b058af66dcd1190d0ea5f3,6e55c6e952c23b6e46bc8f84aea75dfd1f93ec4a74746fccbcb29feb25302cd0,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_HF_TA13/input0
gscdb137,12_He_AE18,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,80,56,2,0,1,1,0,false,false,0.001351833,78b22f4ef7f80fe475d329e79cd91ea54c57e12943945f2b484651e95a1aa6e7,09856721e3e64844c4c897c2472dcd88be9d76be79cb2447a6b13dfaedb87645,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_He_AE18/input0
gscdb137,12_Isomer2_Styrene45,small_mhg,7500,7500,3000,21,7500,mhg,mhg,normal,72,8,768,1776,56,0,16,16,0,false,false,3.907424927,dd9814bb68b4a4adcec25cae38f2e8ebe8d565082d5de4716fff2a3d330bf8b2,18e0975c9f011ee8fe310b37ef78462c441e8c88fb09dea22b391d8cb53379ce,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_Isomer2_Styrene45/input0
gscdb137,12_Product1_EIE22,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,516,1175,38,0,11,11,0,false,false,1.167718694,ccbd3bfa3be305aad16bc3080c981d632e3eb5de2643c6c99cee60e0ae5c5f59,56d3a298ac438b5e5d0ea2e4dd92b96d46c58d4664fe10f9700f2a2b26fbc31f,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_Product1_EIE22/input0
gscdb137,12_ala128-small_dim_HSG,small_mhg,30000,30000,8000,62,30000,mhg,mhg,normal,72,8,1287,2924,90,0,28,28,0,false,false,18.056430459,0f323837f3df9dc4d8d758ff2c7fa8f6166aa2ca468f264013e12fdf7c10e7a1,361f4ddcce44d8b5342b2508e9b8666a91c1700ed8caa3e639d84ce2a1347293,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_ala128-small_dim_HSG/input0
gscdb137,12_ala128-small_monA_HSG,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,324,704,18,0,8,8,0,false,false,0.276160240,784315e8d0f566863728fbd58bc276381facd63a51d12648224333a43307963f,042ab9ba485949b38b02a0d4036d70fe24c8e37d16d1c9510accbb54333ac363,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_ala128-small_monA_HSG/input0
gscdb137,12_ala128-small_monB_HSG,small_mhg,15000,15000,6000,35,15000,mhg,mhg,normal,72,8,963,2220,72,0,20,20,0,false,false,7.677439749,4375f9f9162453144bc1539c9615e2b3da9d10e474dfa991695ede6776523a38,3349fdbb79601cf6fd6f142863d509c58c5c80bb5a20b647fb30b80274714164,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_ala128-small_monB_HSG/input0
gscdb137,12_c2h5_lower_BH76,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,291,639,17,1,7,7,0,false,false,0.202272490,73383449e1e4ffd23611c243a16e7cad4cd0dc350283b9fd4d3f99b5894185bf,9e63de8762981413ef71fd20d60d91be8dee7740020730704a76e613f4634b6d,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_c2h5_lower_BH76/input0
gscdb137,12_ch3sch3_benzene_c2v_dim_DS14,small_mhg,15000,15000,6000,35,15000,mhg,mhg,normal,72,8,979,2219,76,0,21,21,0,false,false,7.930967882,e2d67d82250017e54ec185c0486e29f1599aa72bc793b4ddaebd462b21839570,00c4614b2898d8a83385ba94335f4564c3685b4ac4c87108e3b46b7382c411e3,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_ch3sch3_benzene_c2v_dim_DS14/input0
gscdb137,12_ch3sch3_benzene_c2v_monA_DS14,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,403,887,34,0,9,9,0,false,false,0.537984982,72a6aa12c4e222ef88526d6721f21de860c064304680e7aa62369eca294bc2ae,7234f70c87dd75aeab7e857a7723980549fc1ef4d34d41bb350d194d90142ca8,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_ch3sch3_benzene_c2v_monA_DS14/input0
gscdb137,12_ch3sch3_benzene_c2v_monB_DS14,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,576,1332,42,0,12,12,0,false,false,1.649159431,0f20d2a808f351731ae4e6e97a4b0da12c8c79c17584889810cebc993939af35,052fb26628591d0162d24c7624f4d514040031b7d9770dfba5a6c6e14a2f1cfa,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_ch3sch3_benzene_c2v_monB_DS14/input0
gscdb137,12_ethane_Alk44,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,324,704,18,0,8,8,0,false,false,0.276160240,2dcac2570fcd5a38fd7f00c839c4d9ff0564483de78e1a055c524acc416b2dce,d41ee5f4c2644401a5d7d1645933d01b9ec353f923bd44980ff7fa0932755861,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12_ethane_Alk44/input0
gscdb137,12prod1_CR20,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,367,849,38,0,7,7,0,false,false,0.427151263,508b9e1d7111806e7f7e57e941b71b1c220024858fbdfb5b296d2752115f729e,26e5e6c1dcf9cbb3b554dd5b6b0ec0d8ef25fe5e7be3d9b785e3dc176fe15ff3,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12prod1_CR20/input0
gscdb137,12prod2_CR20,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,195,444,16,0,4,4,0,false,false,0.063216984,95dc95739e0096f16fd476b124dd16d7f1e775d1319a0e9c86b0affe8e174046,6e57bcb86f1ea1603a2d2e57c909ef80b6847d486e1752e2683b7b262b29037a,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12prod2_CR20/input0
gscdb137,12react_CR20,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,562,1293,54,0,11,11,0,false,false,1.524064533,1814cecc6e8f7cda791f275dc665e31a2ef174d2a7149ca8a4d7b81a6053b13f,9b0c531309e74956523700e162aab7b9e257afaec4b5358d80f53607e89add40,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/12react_CR20/input0
gscdb137,133_c_W4-11,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,63,157,6,2,1,1,0,false,false,0.002358198,0a7aab8a8ba662c7471e771c89972c571be870294cd560897f44240e02366f8a,fe325e108b3867394b17f7af5f4ccb3622ff70a045141010106dd684304274b1,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/133_c_W4-11/input0
gscdb137,13_BH2_TA13,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,129,287,7,1,3,3,0,false,false,0.017929785,14493740d5e9a459705f3ff53eef6d1c168f3e27275de4636f2a995573de04be,dda77f3fafb663095882b1e5d8380fcf9c3e97df37251c4a9f50bf185860ff98,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/13_BH2_TA13/input0
gscdb137,13_Br2OCH2_XB18,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,391,1072,86,0,6,6,0,false,false,0.612093449,9f076daf89ebefc152ce018493372e47765061bf720c2c37445aedc19e4c3320,40e487d8ac4ef1515aff011f8b4578a861385b4be6c0dadfff9504e9136c2bf1,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/13_Br2OCH2_XB18/input0
gscdb137,13_Cl-_BrF_dim_Bauza30,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,243,654,62,0,3,3,0,false,false,0.144455463,22b7f8a0712bd321bbcbba492dab579349b7184b94be5faebbbd9c0f89fa3088,296771937a8dbc1b85e3f696a04eba93c0d1a7cdf8ab8e0aaa96c170c8e3e0bb,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/13_Cl-_BrF_dim_Bauza30/input0
gscdb137,13_Cl-_BrF_monA_Bauza30,small_mhg,3750,3750,1500,14,3750,mhg,mhg,normal,72,8,79,183,18,0,1,1,0,false,false,0.004308522,a72286c18af1c83e56b06dd7b2cc04dda9963de62c3165045cfcef58ee993815,ee20f664a383d0bbb7d76969fdc886642471f11dfa60a05b07504f634733efee,/clusterfs/mhg-data/yaoshen/coach-based_dh_data/revwb97m2/authoritative_inputs/qchem/gscdb137_v1/species/13_Cl-_BrF_monA_Bauza30/input0
